index,Consept,required,img_src,code,output,Explanation,hint,generalConcepts,difficulty,mapped_required_time,emptying,concept_emptying2
35,رسم أشكال هندسية,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد أسطر الشكل الذي سيتم رسمه.
إنتبه: يجب أن يدخل المستخدم عدد أكبر من صفر, لأن عدد الأسطر لا يمكن أن يكون صفر أو أقل من صفر.",https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-1/ex-2-solution-using-cpp/b9f9f9a1-3815-4814-8dbc-dc0ded671fc1_ex-2.PNG,"
#include <iostream>

int main() {

	int n;

	do
	{
		std::cout << ""Enter the number of lines: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		for (int k = 1; k <= n - i; k++)
		{
			std::cout << "" "";
		}
		for (int j = 1; j <= i; j++)
		{
			std::cout << ""*"";
		}
		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter the number of lines: 5
    *
   **
  ***
 ****
*****
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 5  عند التشغيل.,,"['الحلقات', 'أنواع البيانات', 'الأساسيات']",62.851746931067034,40.17587346553351,54.054302114799356,"[32.377075063907476, 35.16095784779026, 35.16095784779026]"
36,رسم أشكال هندسية,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد أسطر الشكل الذي سيتم رسمه.
إنتبه: يجب أن يدخل المستخدم عدد أكبر من صفر, لأن عدد الأسطر لا يمكن أن يكون صفر أو أقل من صفر.",https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-1/ex-4-solution-using-cpp/06da100f-9cd5-4731-8215-10463402ca21_ex-4.PNG,"
#include <iostream>

int main() {

	int n;

	do
	{
		std::cout << ""Enter the number of lines: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		for (int k = 1; k < i; k++)
		{
			std::cout << "" "";
		}

		for (int j = 1; j <= n + 1 - i; j++)
		{
			std::cout << ""*"";
		}

		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter the number of lines: 5
*****
 ****
  ***
   **
    *
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 5  عند التشغيل.,,"['الحلقات', 'أنواع البيانات', 'الأساسيات']",62.851746931067034,40.17587346553351,54.412697046489825,"[33.009360553958146, 35.75661330121089, 35.75661330121089]"
37,التعامل مع الأرقام و النصوص,"قم بتعريف دالة إسمها ReverseString, عند استدعاءها نمرر لها نص, فترجعه معكوساً.
	بعدها قم بتجربة هذه الدالة في البرنامج مع جعل المستخدم هو يدخل النص الذي سيتم عرضه بشكل عكسي.",,"
#include <iostream>
#include <string>

std::string reverseString(std::string s)
{
	std::string newS = """";

	for (int i = 0; i < s.length(); i++)
	{
		newS = s[i] + newS;
	}

	return newS;
}

int main() {

	std::string text;

	std::cout << ""Enter any text: "";
	getline(std::cin, text);

	std::string reversedText = reverseString(text);

	std::cout << ""Reversed Text: "" << reversedText;

	char end; std::cin >> end;
	return 0;

}
		","
Enter any text:  I love programming
Reversed Text: gnimmargorp evol I
		",سنحصل على النتيجة التالية في حال تم إدخال نفس القيم التي تم تعليمها باللون الأصفر عند التشغيل.,مثال: إذا قمنا باستخدام الدالة ReverseString() و تمرير النص I love programming فمن المفترض أن ترجعه هكذا gnimmargorp evol I.,"['الحلقات', 'أنواع البيانات', 'الأساسيات', 'التعامل مع النصوص', 'المصفوفات', 'الدوال']",62.851746931067055,40.17587346553353,54.75171927917,"[33.635188477672045, 36.34581118829476, 36.34581118829476, 34.91723975972333, 24.754638133707072, 31.583906426389998]"
38,التعامل مع المصفوفات,"أكتب برنامج يطلب من المستخدم إعطائه عدد يمثل عدد عناصر مصفوفة إسمها arr و يخزنه في متغير إسمه n.
ملاحظة: عدد عناصر المصفوفة يجب أن يكون أكبر من صفر.
	بعدها ينشئ المصفوفة arr و يحدد أن عدد عناصرها هو العدد الذي أدخله المستخدم.
	بعدها يطلب من المستخدم إدخال عدد لكل عنصر فيها.
	في الأخير, يعرض للمستخدم متوسط هذه القيم.",,"
#include <iostream>

int main() {
	
	int n;
	double s = 0;
	double avg;
	double *arr;

	do
	{
		std::cout << ""Enter arr length: "";
		std::cin >> n;
	}
	while (n <= 0);

	arr = new double[n];

	for (int i = 0; i < n; i++)
	{
		std::cout << ""Enter arr["" << i << ""]: "";
		std::cin >> arr[i];
	}

	for (int i = 0; i < n; i++)
	{
		s += arr[i];
	}

	avg = s / n;

	std::cout << ""\nAverage = "" << avg << ""\n"";

	char end; std::cin >> end;
	return 0;

}
		","
Enter arr length: 4
Enter arr[0]: 2
Enter arr[1]: 6
Enter arr[2]: 9
Enter arr[3]: 5
Average = 5.5
		",سنحصل على النتيجة التالية في حال تم إدخال نفس القيم التي تم تعليمها باللون الأصفر عند التشغيل.,,"['الحلقات', 'أنواع البيانات', 'الأساسيات', 'المصفوفات']",63.90934844192635,46.95467422096317,55.07289823644596,"[34.255068642917884, 36.929061316910555, 36.929061316910555, 26.487714046294993]"
39,إجراء عمليات حسابية,"أكتب برنامج يطلب من المستخدم إعطائه عدد صحيح أكبر من صفر و خزنه في المتغير n.
	بعدها يقوم بحساب القيمة النهائية التي سيتم تخزينها في المتغير s.",https://harmash.com//tutorials/algorithms-and-data-structure/math-operations-test-6/ex-5-solution-using-cpp/dd52cec3-4d4a-4637-9e7f-b50d7eb43a8f_ex-5.PNG,"
#include <iostream>

int main() {

	int n = 0;
	int s = 0;
	int p;

	do
	{
		std::cout << ""Enter a number: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 2; i <= n; i += 2)
	{
		p = 1;

		for (int j = 1; j <= i; j++)
		{
			p *= i;
		}

		s += p;
	}

	std::cout << ""S = "" << s;

	char end; std::cin >> end;
	return 0;

}
		","
Enter a number: 4
S = 260
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 4 عند التشغيل.,,"['الحلقات', 'أنواع البيانات', 'الأساسيات']",64.15341032904772,43.32670516452386,55.39786631755919,"[34.876211849442804, 37.51357448680544, 37.51357448680544]"
40,إجراء عمليات حسابية,"أكتب برنامج يطلب من المستخدم إعطائه عدد صحيح أكبر من صفر و خزنه في المتغير n.
	بعدها يقوم بحساب القيمة النهائية التي سيتم تخزينها في المتغير s.",https://harmash.com//tutorials/algorithms-and-data-structure/math-operations-test-6/ex-1-solution-using-cpp/ab095fac-aab4-41b1-b803-d53b41adabeb_ex-1.PNG,"
#include <iostream>

int main() {

	int n = 0;
	int s = 0;
	int p;

	do
	{
		std::cout << ""Enter a number: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		p = 1;

		for (int j = 1; j <= i; j++)
		{
			p *= i;
		}

		s += p;
	}

	std::cout << ""S = "" << s;

	char end; std::cin >> end;
	return 0;

}
		","
Enter a number: 4
S = 288
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 4 عند التشغيل.,,"['الحلقات', 'أنواع البيانات', 'الأساسيات']",64.15341032904772,43.32670516452386,55.71114445852565,"[35.493458409252135, 38.09419100998474, 38.09419100998474]"
41,التعامل مع المصفوفات,"أكتب برنامج يطلب من المستخدم إعطائه عدد يمثل عدد عناصر مصفوفة إسمها arr و يخزنه في متغير إسمه n.
ملاحظة: عدد عناصر المصفوفة يجب أن يكون أكبر من صفر.
	بعدها ينشئ المصفوفة arr و يحدد أن عدد عناصرها هو العدد الذي أدخله المستخدم.
	بعدها يطلب من المستخدم إدخال عدد صحيح لكل عنصر فيها.
	في الأخير, سيعرض للمستخدم ناتج جمع جميع قيم عناصر المصفوفة.",,"
#include <iostream>

int main() {
	
	int n;
	int s = 0;
	int * arr;

	do {
		std::cout <<(""Enter arr length: "");
		std::cin >> n;
	}
	while (n <= 0);

	arr = new int[n];

	for (int i = 0; i < n; i++)
	{
		std::cout << ""Enter arr["" << i << ""]: "";
		std::cin >> arr[i];
	}

	for (int i = 0; i < n; i++)
	{
		s += arr[i];
	}

	std::cout << ""\nSum of all elements: "" << s;

	char end; std::cin >> end;
	return 0;

}
		","
Enter arr length: 4
Enter arr[0]: 2
Enter arr[1]: 7
Enter arr[2]: 5
Enter arr[3]: 3
Sum of all elements: 17
		",سنحصل على النتيجة التالية في حال تم إدخال نفس القيم التي تم تعليمها باللون الأصفر عند التشغيل.,,"['الحلقات', 'أنواع البيانات', 'الأساسيات', 'المصفوفات']",64.41031757864917,44.705158789324585,56.00914073895715,"[36.10561101554982, 38.66971357965238, 38.66971357965238, 28.42581114062799]"
42,إجراء عمليات حسابية,"أكتب برنامج يطلب من المستخدم إعطائه عدد صحيح أكبر من صفر و خزنه في المتغير n.
	بعدها يقوم بحساب القيمة النهائية التي سيتم تخزينها في المتغير s.",https://harmash.com//tutorials/algorithms-and-data-structure/math-operations-test-5/ex-5-solution-using-cpp/10596520-cab1-4e08-8e0f-498198a959b0_ex-5.PNG,"
#include <iostream>

int main() {

	int n = 0;
	int s = 0;
	int f = 1;

	do
	{
		std::cout << ""Enter a number: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		f *= i;

		if (i % 2 == 0)
		{
			s += f;
		}
	}

	std::cout << ""S = "" << s;

	char end; std::cin >> end;
	return 0;

}
		","
Enter a number: 4
S = 26
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 4 عند التشغيل.,,"['الحلقات', 'الشروط', 'أنواع البيانات', 'الأساسيات']",64.96694995278563,42.48347497639281,56.29751660895094,"[36.714556818368266, 27.013261550062683, 39.24202934584079, 39.24202934584079]"
43,رسم أشكال هندسية,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد أسطر و أعمدة الشكل الذي سيتم رسمه.
إنتبه: يجب أن يدخل المستخدم عددين أكبر من صفر, لأن عدد أسطر و أعمدة الرسمة لا يمكن أن يكون صفر أو أقل من صفر.",https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-3/ex-5-solution-using-cpp/234d40be-f74f-4281-bf4d-6809ce82ae0d_ex-5.PNG,"
#include <iostream>

int main() {

	int n;
	int m;


	do {
		std::cout << ""Enter the height: "";
		std::cin >> n;
	}
	while (n <= 0);
	
	do {
		std::cout << ""Enter the width: "";
		std::cin >> m;
	}
	while (m <= 0);

	for (int i = 1; i <= n; i++)
	{
		if (i == 1 || i == n)
		{
			for (int j = 1; j <= m; j++)
			{
				std::cout << ""*"";
			}
		}
		else
		{
			std::cout << ""*"";
			for (int k = 1; k < m - 1; k++)
			{
				std::cout << "" "";
			}
			std::cout << ""*"";
		}
		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter the height: 5
Enter the width: 10
**********
*        *
*        *
*        *
**********
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 5 كطول المستطيل و الرقم 10 كعرض المستطيل عند التشغيل.,,"['الحلقات', 'الشروط', 'أنواع البيانات', 'الأساسيات']",65.42677669663752,52.71338834831876,56.582150807442034,"[37.32225539735247, 27.79542483959408, 39.81309788819496, 39.81309788819496]"
44,التعامل مع المصفوفات,"أكتب برنامج يطلب من المستخدم إعطائه عدد يمثل عدد عناصر مصفوفة إسمها arr و يخزنه في متغير إسمه n.
ملاحظة: عدد عناصر المصفوفة يجب أن يكون أكبر من صفر.
	بعدها ينشئ المصفوفة arr و يحدد أن عدد عناصرها هو العدد الذي أدخله المستخدم.
	بعدها يقوم بإعطاء قيمة عشوائية بين 1 و 10 لكل عنصر فيها.
	في الأخير, سيعرض للمستخدم جميع القيم المخزنة فيها على سطر واحد مع وضع فاصلة بين كل قيمتين و من ثم ناتج جمع جميع العناصر.",,"
#include <iostream>
#include <cstdlib>
#include <ctime>

int main() {

	// هنا قمنا بجعل الرقم العشوائي يتم توليده بالإعتماد على وقت جهاز المستخدم كنقطة بداية
	// C++ ملاحظة: هذه الطريقة, هي الطريقة المعتمدة في التحضير لتوليد أرقام عشوائية في لغة
	srand((unsigned) time(0));

	int n;
	int s = 0;
	int *arr;

	do
	{
		std::cout << ""Enter array length: "";
		std::cin >> n;
	}
	while (n <= 0);

	arr = new int[n];

	for (int i = 0; i < n; i++)
	{
		arr[i] = (rand() % 10) + 1;
	}

	std::cout << ""\nArray values: "";

	for (int i = 0; i < n; i++)
	{
		std::cout << arr[i];

		if (i < n - 1)
		{
			std::cout << "", "";
		}
	}

	for (int i = 0; i < n; i++)
	{
		s += arr[i];
	}

	std::cout << ""\nSum of all elements: "" << s;

	char end; std::cin >> end;
	return 0;

}
		","
			Enter array length: 10
			Array values: 3, 8, 3, 6, 1, 4, 9, 9, 6, 4
			Sum of all elements: 53
		",في حال تم إدخال الرقم 10 عند التشغيل سنحصل على نتيجة تشبه النتيجة التالية و ليس مثلها لأنه في كل مرة نقوم فيها بتشغيل البرنامج سيتم توليد أرقام عشوائية مختلفة.,,"['الحلقات', 'الشروط', 'أنواع البيانات', 'الأساسيات', 'المصفوفات']",66.14206274262929,54.321031371314646,56.861654733513625,"[37.92824388553018, 28.575878038318972, 40.38245633974264, 40.38245633974264, 30.33599873230942]"
45,التعامل مع الأرقام و النصوص,"قم بتعريف دالة إسمها DoubleChars, نمرر لها نص عند إستدعاءها فتعيد لنا نسخة من هذا النص كل حرف فيها مكرر مرتين.",,"
#include <iostream>
#include <string>

std::string doubleChars(std::string text) {

	std::string newText = """";

	for (int i = 0; i < text.length(); i++)
	{
		newText += text[i];
		newText += text[i];
	}

	return newText;

}

int main() {

	std::string text = ""Iron Man"";
	std::string newText = doubleChars(text);

	std::cout << ""Before: "" << text << ""\n"";
	std::cout << ""After:  "" << newText << ""\n"";

	char end; std::cin >> end;
	return 0;

}
		","
Before: Iron Man
After:  IIrroonn  MMaann
		",سنحصل على النتيجة التالية عند التشغيل.,"مثال: إذا قمنا باستخدام الدالة DoubleChars() و تمرير النص ""Iron Man"" فإنها سترجع النص ""IIrroonn  MMaann"".","['الحلقات', 'أنواع البيانات', 'الأساسيات', 'التعامل مع النصوص', 'المصفوفات', 'الدوال']",66.28895184135978,41.89447592067989,57.14061159558041,"[38.534050019039626, 40.951632436622035, 40.951632436622035, 41.26909275408235, 32.05500061316095, 34.602426087415694]"
46,التعامل مع المصفوفات,"أكتب برنامج يطلب من المستخدم إعطائه عدد يمثل عدد عناصر مصفوفة إسمها arr و يخزنه في متغير إسمه n.
ملاحظة: عدد عناصر المصفوفة يجب أن يكون أكبر من صفر.
	بعدها ينشئ المصفوفة arr و يحدد أن عدد عناصرها هو العدد الذي أدخله المستخدم.
	بعدها يطلب من المستخدم إدخال عدد صحيح لكل عنصر فيها.
	بعدها يعرض للمستخدم جميع القيم التي أدخلها بنفس الترتيب.
	في الأخير يقوم بترتيب جميع القيم بشكل عكسي ( مثلاً القيمة الأخيرة تصبح في الأول ) و من ثم يعرض قيم المصفوفة من جديد.",,"
#include <iostream>

int main() {
	
	int n;
	int * arr;
	int temp;

	do
	{
		std::cout << ""Enter arr length: "";
		std::cin >> n;
	}
	while (n <= 0);

	arr = new int[n];

	for (int i = 0; i < n; i++)
	{
		std::cout << ""Enter arr["" << i << ""]: "";
		std::cin >> arr[i];
	}

	std::cout << ""\nCurrent order\n"";

	for (int i = 0; i < n; i++)
	{
		std::cout << arr[i] << "" "";
	}

	for (int i = 0; i < n / 2; i++)
	{
		temp = arr[i];
		arr[i] = arr[n - 1 - i];
		arr[n - 1 - i] = temp;
	}

	std::cout << ""\n\nAfter reversing the order\n"";

	for (int i = 0; i < n; i++)
	{
		std::cout << arr[i] << "" "";
	}

	std::cout << ""\n"";

	char end; std::cin >> end;
	return 0;

}
		","
Enter arr length: 4
Enter arr[0]: 1
Enter arr[1]: 2
Enter arr[2]: 3
Enter arr[3]: 4
Current order
1 2 3 4 
After reversing the order
4 3 2 1
		",سنحصل على النتيجة التالية في حال تم إدخال نفس القيم التي تم تعليمها باللون الأصفر عند التشغيل.,,"['الحلقات', 'أنواع البيانات', 'الأساسيات', 'المصفوفات']",67.08215297450425,56.04107648725213,57.40982556794442,"[39.13660852264814, 41.51756090360052, 41.51756090360052, 33.77075486411155]"
47,إجراء عمليات حسابية,"أكتب برنامج يطلب من المستخدم إعطائه عدد صحيح أكبر من صفر و خزنه في المتغير n.
	بعدها يقوم بحساب القيمة النهائية التي سيتم تخزينها في المتغيرين s و t.",https://harmash.com//tutorials/algorithms-and-data-structure/math-operations-test-7/ex-1-solution-using-cpp/521cf6d7-77b0-4bcf-b5f9-06a162479f80_ex-1.PNG,"
#include <iostream>

int main() {

	int n = 0;
	int s = 0;
	int t = 0;
	int f = 1;

	do
	{
		std::cout << ""Enter a number: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		f *= i;

		if (i % 2 == 1)
		{
			s += f;
		}
		else
		{
			t += f;
		}
	}

	std::cout << ""S = "" << s << ""\n"";
	std::cout << ""T = "" << t;

	char end; std::cin >> end;
	return 0;

}
		","
Enter a number: 4
S = 7
T = 26
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 4 عند التشغيل.,,"['الحلقات', 'الشروط', 'أنواع البيانات', 'الأساسيات']",67.08215297450425,48.54107648725213,57.68019214378559,"[39.7395512274157, 29.536009065110658, 42.08387357173805, 42.08387357173805]"
48,رسم أشكال هندسية,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد واحد يمثل طول أسطر و أعمدة الشكل الذي سيتم رسمه.
إنتبه: يجب أن يدخل المستخدم عدد أكبر من صفر, لأن عدد الأسطر أو الأعمدة لا يمكن أن يكون صفر أو أقل من صفر.",https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-3/ex-4-solution-using-cpp/ec2abc14-3d84-47fc-b8f3-3475c3e35206_ex-4.PNG,"
#include <iostream>

int main() {

	int n;

	do {
		std::cout << ""Enter square side length: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		if (i == 1 || i == n)
		{
			for (int j = 1; j <= n; j++)
			{
				std::cout << ""*"";
			}
		}
		else
		{
			std::cout << ""*"";
			for (int k = 1; k <= n - 2; k++)
			{
				std::cout << "" "";
			}
			std::cout << ""*"";
		}
		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter the number of lines: 10
**********
*        *
*        *
*        *
*        *
*        *
*        *
*        *
*        *
**********
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 10 عند التشغيل.,"الشكل الذي يظهر لك في النتيجة النهائية عبارة عن مربع لأن عدد النجوم التي تظهر عامودياً يساوي عدد النجوم التي تظهر أفقياً, لكنه لا يظهر لك كذلك بسبب الهامش الإفتراضي الذي يقوم الحاسوب بوضعه بين الأسطر.","['الحلقات', 'الشروط', 'أنواع البيانات', 'الأساسيات']",67.750111823468,47.625055911734,57.939293445633375,"[40.338738840852145, 30.30966138909428, 42.64643114854445, 42.64643114854445]"
49,رسم أشكال هندسية,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد أكبر من صفر يمثل عدد أسطر الشكل الذي سيتم رسمه.",https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-9/ex-3-solution-using-cpp/e293a7f7-2414-41db-ba21-8dfc6845f8bc_ex-3.PNG,"
#include <iostream>

int main() {

	int n;

	do {
		std::cout << ""Enter the number of lines: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		for (int j = 1; j <= n; j++)
		{
			if (j <= i)
			{
				std::cout << j << "" "";
			}
		}
		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter the number of lines: 6
1 
1 2 
1 2 3 
1 2 3 4 
1 2 3 4 5 
1 2 3 4 5 6 
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 6 عند التشغيل.,,"['الحلقات', 'الشروط', 'أنواع البيانات', 'الأساسيات']",69.03464807147527,42.01732403573764,58.19800350737403,"[40.93779604091955, 31.083183299708868, 43.20885831198182, 43.20885831198182]"
50,رسم أشكال هندسية,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد أكبر من صفر يمثل عدد أسطر الشكل الذي سيتم رسمه.",https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-9/ex-4-solution-using-cpp/bd4f53b6-7d83-48d0-9be2-e418470ff813_ex-4.PNG,"
#include <iostream>

int main() {

	int n;

	do {
		std::cout << ""Enter the number of lines: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		for (int j = 1; j <= n; j++)
		{
			if (j <= i)
			{
				std::cout << i << "" "";
			}
		}
		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter the number of lines: 6
1 
2 2 
3 3 3 
4 4 4 4 
5 5 5 5 5 
6 6 6 6 6 6 
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 6 عند التشغيل.,,"['الحلقات', 'الشروط', 'أنواع البيانات', 'الأساسيات']",69.03464807147527,42.01732403573764,58.46555869889296,"[41.5398016175797, 31.85965358691621, 43.77423385201193, 43.77423385201193]"
51,التعامل مع الأرقام و النصوص,"قم بتعريف دالة إسمها CountOccurrences, عند استدعاءها نمرر لها نصيّن, فترجع عدد صحيح يمثل كم مرة النص الثاني مكرر في النص الأول.
	بعدها قم بتجربة هذه الدالة في البرنامج مع جعل المستخدم هو من يدخل النصيّن.",,"
#include <iostream>
#include <string>

int CountOccurrences(std::string s1, std::string s2)
{

	int counter = 0;

	for (int i = 0; i < s1.length() - s2.length() + 1; i++)
	{
		if (s1.substr(i, s2.length()) == s2)
		{
			counter++;
		}
	}

	return counter;
}


int main() {

	std::string text;
	std::string keyword;

	std::cout << ""Enter any text: "";
	getline(std::cin, text);

	std::cout << ""Enter word to search occurrences: "";
	getline(std::cin, keyword);

	int result = CountOccurrences(text, keyword);

	std::cout << ""Total occurrences of '"" << keyword << ""' is: "" << result;

	char end; std::cin >> end;
	return 0;

}
		","
Enter any text: I like cats. I have one cat called Lola
Enter word to search occurrences: cat
Total occurrences of 'cat' is: 2
		",سنحصل على النتيجة التالية في حال تم إدخال نفس القيم التي تم تعليمها باللون الأصفر عند التشغيل.,مثال: إذا قمنا باستخدام الدالة CountOccurrences() لمعرفة كم مرة تكررت الكلمة cat في النص I like cats. I have one cat called Lola فإنها سترجع الرقم 2.,"['الحلقات', 'الشروط', 'أنواع البيانات', 'الأساسيات', 'التعامل مع النصوص', 'الدوال']",69.49952785646835,48.499763928234174,58.72262152996017,"[42.13830974075595, 32.63262642063964, 44.33611193855815, 44.33611193855815, 47.35198495443117, 37.35198495443117]"
52,رسم أشكال هندسية,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد أسطر الشكل الذي سيتم رسمه.
إنتبه: يجب أن يدخل المستخدم عدد مفرد و أكبر من صفر, لأن عدد الأسطر لا يمكن أن يكون مزدوجاً أو قيمته تساوي صفر أو أقل من صفر.",https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-3/ex-1-solution-using-cpp/89c74957-eb5a-4d32-aafa-6c961a8e29a1_ex-1.PNG,"
#include <iostream>

int main() {

	int n;

	do {
		std::cout << ""Enter the number of lines: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		if (i <= n / 2)
		{
			for (int k = 1; k < (n / 2) - i + 2; k++)
			{
				std::cout << "" "";
			}

			std::cout << ""*"";
			
			for (int j = 1; j < (i * 2) - 1; j++)
			{
				std::cout << ""*"";
			}
		}
		else
		{
			for (int k = 1; k < i - (n / 2); k++)
			{
				std::cout << "" "";
			}
			
			std::cout << ""*"";

			for (int j = 1; j <= (n * 2) - (i * 2); j++)
			{
				std::cout << ""*"";
			}
		}
		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter the number of lines: 9
    *
   ***
  *****
 *******
*********
 *******
  *****
   ***
    *
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 9 عند التشغيل.,,"['الحلقات', 'الشروط', 'أنواع البيانات', 'الأساسيات']",69.62039660056656,53.56019830028328,58.97647639706162,"[42.73574854261028, 33.404529933041154, 44.89692070378244, 44.89692070378244]"
53,إجراء عمليات حسابية,"أكتب برنامج يطلب من المستخدم إعطائه عدد صحيح أكبر من صفر و خزنه في المتغير n.
	بعدها يقوم بحساب القيمة النهائية التي سيتم تخزينها في المتغير s.",https://harmash.com//tutorials/algorithms-and-data-structure/math-operations-test-8/ex-3-solution-using-cpp/c98d7149-2927-420e-8a6a-976732db2bc3_ex-3.PNG,"
#include <iostream>

int main() {

	int n = 0;
	double s = 0;
	double f;
	double p;

	do
	{
		std::cout << ""Enter a number: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		p = 1;
		for (int j = 1; j <= i; j++)
		{
			p *= i;
		}

		f = 1;
		for (int j = 1; j <= i; j++)
		{
			f *= j;
		}

		s += p / f;
	}

	std::cout << ""S = "" << s;

	char end; std::cin >> end;
	return 0;

}
		","
Enter a number: 4
S = 18.1667
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 4 عند التشغيل.,,"['الحلقات', 'أنواع البيانات', 'الأساسيات']",70.25495750708215,51.37747875354108,59.222455627656174,"[43.33056213229565, 45.45510425683777, 45.45510425683777]"
